contract_item_id,contract_item_type,source_file,symbol,line_range,test_file,test_name,audit_output,current_implementation_status
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/sources/temporal_provenance.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/contracts/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/contracts/identifiers.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/contracts/lineage_claims.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/contracts/model_io.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/contracts/runtime_dependencies.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/contracts/semantic_lineage.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/contracts/target_roi_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/features/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/features/context_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/features/geometry.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/features/motion_schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/features/native_evidence_contract.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/features/pen_context.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/features/review_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/features/roi.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/features/spatial_semantics.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/review/hidden_review_identifiers.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_apply,stage,src/pig_behavior/classification_v2/schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/contracts/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/contracts/identifiers.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/contracts/lineage_claims.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/contracts/model_io.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/contracts/runtime_dependencies.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/contracts/semantic_lineage.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/contracts/target_roi_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/features/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/features/context_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/features/geometry.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/features/motion_schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/features/native_evidence_contract.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/features/pen_context.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/features/review_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/features/roi.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/features/spatial_semantics.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/review/hidden_review_builder.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/review/hidden_review_identifiers.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_coverage_scientific_gate,stage,src/pig_behavior/classification_v2/schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/contracts/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/contracts/identifiers.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/contracts/lineage_claims.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/contracts/model_io.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/contracts/runtime_dependencies.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/contracts/semantic_lineage.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/contracts/target_roi_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/features/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/features/context_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/features/geometry.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/features/motion_schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/features/native_evidence_contract.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/features/pen_context.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/features/review_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/features/roi.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/features/spatial_semantics.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/review/hidden_review_builder.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/review/hidden_review_identifiers.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_decision_migration,stage,src/pig_behavior/classification_v2/schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_gui,stage,src/pig_behavior/classification_v2/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_gui,stage,src/pig_behavior/classification_v2/contracts/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_gui,stage,src/pig_behavior/classification_v2/contracts/identifiers.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_gui,stage,src/pig_behavior/classification_v2/contracts/window_alignment.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_gui,stage,src/pig_behavior/classification_v2/datasets/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_gui,stage,src/pig_behavior/classification_v2/datasets/image_context_index.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_gui,stage,src/pig_behavior/classification_v2/review/hidden_review_builder.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_gui,stage,src/pig_behavior/classification_v2/review/hidden_review_identifiers.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_gui,stage,src/pig_behavior/classification_v2/schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/contracts/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/contracts/identifiers.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/contracts/lineage_claims.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/contracts/model_io.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/contracts/runtime_dependencies.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/contracts/semantic_lineage.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/contracts/target_roi_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/features/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/features/context_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/features/geometry.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/features/motion_schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/features/native_evidence_contract.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/features/pen_context.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/features/review_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/features/roi.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/features/spatial_semantics.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/review/hidden_review_identifiers.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.hidden_review_design,stage,src/pig_behavior/classification_v2/schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/contracts/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/contracts/identifiers.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/contracts/lineage_claims.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/contracts/model_io.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/contracts/runtime_dependencies.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/contracts/semantic_lineage.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/contracts/target_roi_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/features/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/features/context_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/features/geometry.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/features/motion_schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/features/native_evidence_contract.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/features/pen_context.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/features/review_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/features/roi.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/features/spatial_semantics.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/sources/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/sources/cvat_tracking_xml.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/sources/legacy_recovered_csv.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.legacy_cvat_source_merge,stage,src/pig_behavior/classification_v2/sources/temporal_provenance.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.model_execution,stage,src/pig_behavior/classification_v2/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.model_execution,stage,src/pig_behavior/classification_v2/contracts/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.model_execution,stage,src/pig_behavior/classification_v2/contracts/target_roi_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.model_execution,stage,src/pig_behavior/classification_v2/schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.model_input,stage,src/pig_behavior/classification_v2/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.model_input,stage,src/pig_behavior/classification_v2/contracts/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.model_input,stage,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.model_input,stage,src/pig_behavior/classification_v2/contracts/identifiers.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.model_input,stage,src/pig_behavior/classification_v2/contracts/lineage_claims.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.model_input,stage,src/pig_behavior/classification_v2/contracts/model_io.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.model_input,stage,src/pig_behavior/classification_v2/contracts/output_safety.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.model_input,stage,src/pig_behavior/classification_v2/contracts/runtime_dependencies.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.model_input,stage,src/pig_behavior/classification_v2/contracts/semantic_lineage.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.model_input,stage,src/pig_behavior/classification_v2/contracts/target_roi_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.model_input,stage,src/pig_behavior/classification_v2/contracts/versioned_data_contract.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.model_input,stage,src/pig_behavior/classification_v2/features/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
