group_dimension,group_value,posture_label,machine_decision_value,support_count,usable_support_count,group_total
source_video,pigs151119/000039,exclude,technical_exclude,0,0,2
source_video,pigs151119/000041,lying,lying,0,0,1
source_video,pigs151119/000041,sitting,sitting,1,1,1
source_video,pigs151119/000041,upright,upright,0,0,1
source_video,pigs151119/000041,unresolved,unresolved,0,0,1
source_video,pigs151119/000041,exclude,technical_exclude,0,0,1
source_video,pigs151119/000048,lying,lying,1,1,1
source_video,pigs151119/000048,sitting,sitting,0,0,1
source_video,pigs151119/000048,upright,upright,0,0,1
source_video,pigs151119/000048,unresolved,unresolved,0,0,1
source_video,pigs151119/000048,exclude,technical_exclude,0,0,1
source_video,pigs151119/000051,lying,lying,0,0,1
source_video,pigs151119/000051,sitting,sitting,1,1,1
source_video,pigs151119/000051,upright,upright,0,0,1
source_video,pigs151119/000051,unresolved,unresolved,0,0,1
source_video,pigs151119/000051,exclude,technical_exclude,0,0,1
source_video,pigs151119/000054,lying,lying,0,0,1
source_video,pigs151119/000054,sitting,sitting,1,1,1
source_video,pigs151119/000054,upright,upright,0,0,1
source_video,pigs151119/000054,unresolved,unresolved,0,0,1
source_video,pigs151119/000054,exclude,technical_exclude,0,0,1
source_video,pigs151119/000066,lying,lying,1,1,1
source_video,pigs151119/000066,sitting,sitting,0,0,1
source_video,pigs151119/000066,upright,upright,0,0,1
source_video,pigs151119/000066,unresolved,unresolved,0,0,1
source_video,pigs151119/000066,exclude,technical_exclude,0,0,1
source_video,pigs161119/000069,lying,lying,0,0,1
source_video,pigs161119/000069,sitting,sitting,0,0,1
source_video,pigs161119/000069,upright,upright,1,1,1
source_video,pigs161119/000069,unresolved,unresolved,0,0,1
source_video,pigs161119/000069,exclude,technical_exclude,0,0,1
source_video,pigs161119/000070,lying,lying,0,0,1
source_video,pigs161119/000070,sitting,sitting,1,1,1
source_video,pigs161119/000070,upright,upright,0,0,1
source_video,pigs161119/000070,unresolved,unresolved,0,0,1
source_video,pigs161119/000070,exclude,technical_exclude,0,0,1
source_video,pigs161119/000071,lying,lying,0,0,1
source_video,pigs161119/000071,sitting,sitting,1,1,1
source_video,pigs161119/000071,upright,upright,0,0,1
source_video,pigs161119/000071,unresolved,unresolved,0,0,1
source_video,pigs161119/000071,exclude,technical_exclude,0,0,1
source_video,pigs161119/000074,lying,lying,1,1,1
source_video,pigs161119/000074,sitting,sitting,0,0,1
source_video,pigs161119/000074,upright,upright,0,0,1
source_video,pigs161119/000074,unresolved,unresolved,0,0,1
source_video,pigs161119/000074,exclude,technical_exclude,0,0,1
source_video,pigs161119/000075,lying,lying,0,0,1
source_video,pigs161119/000075,sitting,sitting,1,1,1
source_video,pigs161119/000075,upright,upright,0,0,1
source_video,pigs161119/000075,unresolved,unresolved,0,0,1
source_video,pigs161119/000075,exclude,technical_exclude,0,0,1
source_video,pigs161119/000076,lying,lying,2,2,2
source_video,pigs161119/000076,sitting,sitting,0,0,2
source_video,pigs161119/000076,upright,upright,0,0,2
source_video,pigs161119/000076,unresolved,unresolved,0,0,2
source_video,pigs161119/000076,exclude,technical_exclude,0,0,2
source_video,pigs271119/000006,lying,lying,0,0,1
source_video,pigs271119/000006,sitting,sitting,1,1,1
source_video,pigs271119/000006,upright,upright,0,0,1
source_video,pigs271119/000006,unresolved,unresolved,0,0,1
source_video,pigs271119/000006,exclude,technical_exclude,0,0,1
source_video,pigs271119/000007,lying,lying,0,0,1
source_video,pigs271119/000007,sitting,sitting,0,0,1
source_video,pigs271119/000007,upright,upright,1,1,1
source_video,pigs271119/000007,unresolved,unresolved,0,0,1
source_video,pigs271119/000007,exclude,technical_exclude,0,0,1
source_video,pigs271119/000008,lying,lying,0,0,2
source_video,pigs271119/000008,sitting,sitting,1,1,2
source_video,pigs271119/000008,upright,upright,1,1,2
source_video,pigs271119/000008,unresolved,unresolved,0,0,2
source_video,pigs271119/000008,exclude,technical_exclude,0,0,2
source_video,pigs271119/000010,lying,lying,1,1,1
source_video,pigs271119/000010,sitting,sitting,0,0,1
source_video,pigs271119/000010,upright,upright,0,0,1
source_video,pigs271119/000010,unresolved,unresolved,0,0,1
source_video,pigs271119/000010,exclude,technical_exclude,0,0,1
source_video,pigs271119/000012,lying,lying,0,0,1
source_video,pigs271119/000012,sitting,sitting,1,1,1
source_video,pigs271119/000012,upright,upright,0,0,1
source_video,pigs271119/000012,unresolved,unresolved,0,0,1
source_video,pigs271119/000012,exclude,technical_exclude,0,0,1
source_video,pigs271119/000013,lying,lying,0,0,1
source_video,pigs271119/000013,sitting,sitting,0,0,1
source_video,pigs271119/000013,upright,upright,1,1,1
source_video,pigs271119/000013,unresolved,unresolved,0,0,1
source_video,pigs271119/000013,exclude,technical_exclude,0,0,1
source_video,pigs271119/000015,lying,lying,0,0,1
source_video,pigs271119/000015,sitting,sitting,0,0,1
source_video,pigs271119/000015,upright,upright,1,1,1
source_video,pigs271119/000015,unresolved,unresolved,0,0,1
source_video,pigs271119/000015,exclude,technical_exclude,0,0,1
source_video,pigs271119/000016,lying,lying,0,0,2
source_video,pigs271119/000016,sitting,sitting,1,1,2
source_video,pigs271119/000016,upright,upright,1,1,2
source_video,pigs271119/000016,unresolved,unresolved,0,0,2
source_video,pigs271119/000016,exclude,technical_exclude,0,0,2
source_video,pigs271119/000018,lying,lying,1,1,1
source_video,pigs271119/000018,sitting,sitting,0,0,1
source_video,pigs271119/000018,upright,upright,0,0,1
source_video,pigs271119/000018,unresolved,unresolved,0,0,1
source_video,pigs271119/000018,exclude,technical_exclude,0,0,1
source_video,pigs271119/000022,lying,lying,0,0,1
source_video,pigs271119/000022,sitting,sitting,1,1,1
source_video,pigs271119/000022,upright,upright,0,0,1
source_video,pigs271119/000022,unresolved,unresolved,0,0,1
source_video,pigs271119/000022,exclude,technical_exclude,0,0,1
source_video,pigs271119/000024,lying,lying,0,0,1
source_video,pigs271119/000024,sitting,sitting,1,1,1
source_video,pigs271119/000024,upright,upright,0,0,1
source_video,pigs271119/000024,unresolved,unresolved,0,0,1
source_video,pigs271119/000024,exclude,technical_exclude,0,0,1
source_video,pigs271119/000025,lying,lying,0,0,2
source_video,pigs271119/000025,sitting,sitting,2,2,2
source_video,pigs271119/000025,upright,upright,0,0,2
source_video,pigs271119/000025,unresolved,unresolved,0,0,2
source_video,pigs271119/000025,exclude,technical_exclude,0,0,2
source_video,pigs271119/000029,lying,lying,1,1,1
source_video,pigs271119/000029,sitting,sitting,0,0,1
source_video,pigs271119/000029,upright,upright,0,0,1
source_video,pigs271119/000029,unresolved,unresolved,0,0,1
source_video,pigs271119/000029,exclude,technical_exclude,0,0,1
source_video,pigs271119/000037,lying,lying,2,2,2
source_video,pigs271119/000037,sitting,sitting,0,0,2
source_video,pigs271119/000037,upright,upright,0,0,2
source_video,pigs271119/000037,unresolved,unresolved,0,0,2
source_video,pigs271119/000037,exclude,technical_exclude,0,0,2
source_video,pigs271119/000039,lying,lying,0,0,1
source_video,pigs271119/000039,sitting,sitting,1,1,1
source_video,pigs271119/000039,upright,upright,0,0,1
source_video,pigs271119/000039,unresolved,unresolved,0,0,1
source_video,pigs271119/000039,exclude,technical_exclude,0,0,1
source_video,pigs271119/000040,lying,lying,0,0,1
source_video,pigs271119/000040,sitting,sitting,0,0,1
source_video,pigs271119/000040,upright,upright,1,1,1
source_video,pigs271119/000040,unresolved,unresolved,0,0,1
source_video,pigs271119/000040,exclude,technical_exclude,0,0,1
source_video,pigs271119/000043,lying,lying,1,1,1
source_video,pigs271119/000043,sitting,sitting,0,0,1
source_video,pigs271119/000043,upright,upright,0,0,1
source_video,pigs271119/000043,unresolved,unresolved,0,0,1
source_video,pigs271119/000043,exclude,technical_exclude,0,0,1
source_video,pigs271119/000051,lying,lying,1,1,1
source_video,pigs271119/000051,sitting,sitting,0,0,1
source_video,pigs271119/000051,upright,upright,0,0,1
source_video,pigs271119/000051,unresolved,unresolved,0,0,1
source_video,pigs271119/000051,exclude,technical_exclude,0,0,1
source_video,pigs271119/000056,lying,lying,2,2,2
source_video,pigs271119/000056,sitting,sitting,0,0,2
source_video,pigs271119/000056,upright,upright,0,0,2
source_video,pigs271119/000056,unresolved,unresolved,0,0,2
source_video,pigs271119/000056,exclude,technical_exclude,0,0,2
source_video,pigs271119/000065,lying,lying,1,1,1
source_video,pigs271119/000065,sitting,sitting,0,0,1
source_video,pigs271119/000065,upright,upright,0,0,1
source_video,pigs271119/000065,unresolved,unresolved,0,0,1
source_video,pigs271119/000065,exclude,technical_exclude,0,0,1
source_video,pigs271119/000066,lying,lying,2,2,2
source_video,pigs271119/000066,sitting,sitting,0,0,2
source_video,pigs271119/000066,upright,upright,0,0,2
source_video,pigs271119/000066,unresolved,unresolved,0,0,2
source_video,pigs271119/000066,exclude,technical_exclude,0,0,2
source_video,pigs271119/000070,lying,lying,1,1,1
source_video,pigs271119/000070,sitting,sitting,0,0,1
source_video,pigs271119/000070,upright,upright,0,0,1
source_video,pigs271119/000070,unresolved,unresolved,0,0,1
source_video,pigs271119/000070,exclude,technical_exclude,0,0,1
source_video,pigs271119/000072,lying,lying,1,1,1
source_video,pigs271119/000072,sitting,sitting,0,0,1
source_video,pigs271119/000072,upright,upright,0,0,1
source_video,pigs271119/000072,unresolved,unresolved,0,0,1
source_video,pigs271119/000072,exclude,technical_exclude,0,0,1
source_video,pigs281119/000087,lying,lying,0,0,2
source_video,pigs281119/000087,sitting,sitting,2,2,2
source_video,pigs281119/000087,upright,upright,0,0,2
source_video,pigs281119/000087,unresolved,unresolved,0,0,2
source_video,pigs281119/000087,exclude,technical_exclude,0,0,2
source_video,pigs281119/000092,lying,lying,0,0,1
source_video,pigs281119/000092,sitting,sitting,1,1,1
source_video,pigs281119/000092,upright,upright,0,0,1
source_video,pigs281119/000092,unresolved,unresolved,0,0,1
source_video,pigs281119/000092,exclude,technical_exclude,0,0,1
source_video,pigs281119/000110,lying,lying,0,0,1
source_video,pigs281119/000110,sitting,sitting,1,1,1
source_video,pigs281119/000110,upright,upright,0,0,1
source_video,pigs281119/000110,unresolved,unresolved,0,0,1
source_video,pigs281119/000110,exclude,technical_exclude,0,0,1
source_video,pigs281119/000111,lying,lying,1,1,1
source_video,pigs281119/000111,sitting,sitting,0,0,1
source_video,pigs281119/000111,upright,upright,0,0,1
source_video,pigs281119/000111,unresolved,unresolved,0,0,1
source_video,pigs281119/000111,exclude,technical_exclude,0,0,1
source_video,pigs281119/000116,lying,lying,0,0,1
source_video,pigs281119/000116,sitting,sitting,1,1,1
source_video,pigs281119/000116,upright,upright,0,0,1
source_video,pigs281119/000116,unresolved,unresolved,0,0,1
source_video,pigs281119/000116,exclude,technical_exclude,0,0,1
source_video,pigs281119/000123,lying,lying,0,0,1
source_video,pigs281119/000123,sitting,sitting,1,1,1
source_video,pigs281119/000123,upright,upright,0,0,1
source_video,pigs281119/000123,unresolved,unresolved,0,0,1
source_video,pigs281119/000123,exclude,technical_exclude,0,0,1
source_video,pigs281119/000140,lying,lying,1,1,1
source_video,pigs281119/000140,sitting,sitting,0,0,1
source_video,pigs281119/000140,upright,upright,0,0,1
source_video,pigs281119/000140,unresolved,unresolved,0,0,1
source_video,pigs281119/000140,exclude,technical_exclude,0,0,1
source_video,pigs281119/000145,lying,lying,2,2,2
source_video,pigs281119/000145,sitting,sitting,0,0,2
source_video,pigs281119/000145,upright,upright,0,0,2
source_video,pigs281119/000145,unresolved,unresolved,0,0,2
source_video,pigs281119/000145,exclude,technical_exclude,0,0,2
source_video,pigs281119/000146,lying,lying,1,1,1
source_video,pigs281119/000146,sitting,sitting,0,0,1
source_video,pigs281119/000146,upright,upright,0,0,1
source_video,pigs281119/000146,unresolved,unresolved,0,0,1
source_video,pigs281119/000146,exclude,technical_exclude,0,0,1
source_video,pigs281119/000153,lying,lying,1,1,1
source_video,pigs281119/000153,sitting,sitting,0,0,1
source_video,pigs281119/000153,upright,upright,0,0,1
source_video,pigs281119/000153,unresolved,unresolved,0,0,1
source_video,pigs281119/000153,exclude,technical_exclude,0,0,1
source_video,pigs281119/000160,lying,lying,0,0,1
source_video,pigs281119/000160,sitting,sitting,1,1,1
source_video,pigs281119/000160,upright,upright,0,0,1
source_video,pigs281119/000160,unresolved,unresolved,0,0,1
source_video,pigs281119/000160,exclude,technical_exclude,0,0,1
source_video,pigs281119/000163,lying,lying,0,0,1
source_video,pigs281119/000163,sitting,sitting,1,1,1
source_video,pigs281119/000163,upright,upright,0,0,1
source_video,pigs281119/000163,unresolved,unresolved,0,0,1
source_video,pigs281119/000163,exclude,technical_exclude,0,0,1
source_video,pigs281119/000164,lying,lying,1,1,1
source_video,pigs281119/000164,sitting,sitting,0,0,1
source_video,pigs281119/000164,upright,upright,0,0,1
source_video,pigs281119/000164,unresolved,unresolved,0,0,1
source_video,pigs281119/000164,exclude,technical_exclude,0,0,1
source_video,pigs281119/000168,lying,lying,1,1,1
source_video,pigs281119/000168,sitting,sitting,0,0,1
source_video,pigs281119/000168,upright,upright,0,0,1
source_video,pigs281119/000168,unresolved,unresolved,0,0,1
source_video,pigs281119/000168,exclude,technical_exclude,0,0,1
source_video,pigs281119/000169,lying,lying,1,1,1
source_video,pigs281119/000169,sitting,sitting,0,0,1
source_video,pigs281119/000169,upright,upright,0,0,1
source_video,pigs281119/000169,unresolved,unresolved,0,0,1
source_video,pigs281119/000169,exclude,technical_exclude,0,0,1
source_video,pigs281119/000170,lying,lying,1,1,1
source_video,pigs281119/000170,sitting,sitting,0,0,1
source_video,pigs281119/000170,upright,upright,0,0,1
source_video,pigs281119/000170,unresolved,unresolved,0,0,1
source_video,pigs281119/000170,exclude,technical_exclude,0,0,1
source_video,pigs281119/000177,lying,lying,1,1,1
source_video,pigs281119/000177,sitting,sitting,0,0,1
source_video,pigs281119/000177,upright,upright,0,0,1
source_video,pigs281119/000177,unresolved,unresolved,0,0,1
source_video,pigs281119/000177,exclude,technical_exclude,0,0,1
source_video,pigs281119/000181,lying,lying,2,2,2
source_video,pigs281119/000181,sitting,sitting,0,0,2
source_video,pigs281119/000181,upright,upright,0,0,2
source_video,pigs281119/000181,unresolved,unresolved,0,0,2
source_video,pigs281119/000181,exclude,technical_exclude,0,0,2
source_video,pigs281119/000188,lying,lying,1,1,1
source_video,pigs281119/000188,sitting,sitting,0,0,1
source_video,pigs281119/000188,upright,upright,0,0,1
source_video,pigs281119/000188,unresolved,unresolved,0,0,1
source_video,pigs281119/000188,exclude,technical_exclude,0,0,1
source_video,pigs281119/000197,lying,lying,1,1,1
source_video,pigs281119/000197,sitting,sitting,0,0,1
source_video,pigs281119/000197,upright,upright,0,0,1
source_video,pigs281119/000197,unresolved,unresolved,0,0,1
source_video,pigs281119/000197,exclude,technical_exclude,0,0,1
source_video,pigs281119/000199,lying,lying,2,2,2
source_video,pigs281119/000199,sitting,sitting,0,0,2
source_video,pigs281119/000199,upright,upright,0,0,2
source_video,pigs281119/000199,unresolved,unresolved,0,0,2
source_video,pigs281119/000199,exclude,technical_exclude,0,0,2
source_video,pigs291119/000203,lying,lying,1,1,1
source_video,pigs291119/000203,sitting,sitting,0,0,1
source_video,pigs291119/000203,upright,upright,0,0,1
source_video,pigs291119/000203,unresolved,unresolved,0,0,1
source_video,pigs291119/000203,exclude,technical_exclude,0,0,1
source_video,pigs291119/000214,lying,lying,1,1,1
source_video,pigs291119/000214,sitting,sitting,0,0,1
source_video,pigs291119/000214,upright,upright,0,0,1
source_video,pigs291119/000214,unresolved,unresolved,0,0,1
source_video,pigs291119/000214,exclude,technical_exclude,0,0,1
source_video,pigs291119/000234,lying,lying,1,1,1
source_video,pigs291119/000234,sitting,sitting,0,0,1
source_video,pigs291119/000234,upright,upright,0,0,1
source_video,pigs291119/000234,unresolved,unresolved,0,0,1
source_video,pigs291119/000234,exclude,technical_exclude,0,0,1
source_video,pigs301119_000327,lying,lying,0,0,22
source_video,pigs301119_000327,sitting,sitting,20,20,22
source_video,pigs301119_000327,upright,upright,2,2,22
source_video,pigs301119_000327,unresolved,unresolved,0,0,22
source_video,pigs301119_000327,exclude,technical_exclude,0,0,22
source_video,pigs301119_000328,lying,lying,8,8,25
source_video,pigs301119_000328,sitting,sitting,17,17,25
source_video,pigs301119_000328,upright,upright,0,0,25
source_video,pigs301119_000328,unresolved,unresolved,0,0,25
source_video,pigs301119_000328,exclude,technical_exclude,0,0,25
source_video,pigs301119_000329,lying,lying,1,1,25
source_video,pigs301119_000329,sitting,sitting,24,24,25
source_video,pigs301119_000329,upright,upright,0,0,25
source_video,pigs301119_000329,unresolved,unresolved,0,0,25
source_video,pigs301119_000329,exclude,technical_exclude,0,0,25
source_video,test video Pigs291119_000302_30fps,lying,lying,25,25,25
source_video,test video Pigs291119_000302_30fps,sitting,sitting,0,0,25
source_video,test video Pigs291119_000302_30fps,upright,upright,0,0,25
source_video,test video Pigs291119_000302_30fps,unresolved,unresolved,0,0,25
source_video,test video Pigs291119_000302_30fps,exclude,technical_exclude,0,0,25
outer_fold,FOLD_1,lying,lying,71,71,75
outer_fold,FOLD_1,sitting,sitting,3,3,75
outer_fold,FOLD_1,upright,upright,1,1,75
outer_fold,FOLD_1,unresolved,unresolved,0,0,75
outer_fold,FOLD_1,exclude,technical_exclude,0,0,75
outer_fold,FOLD_2,lying,lying,12,12,75
outer_fold,FOLD_2,sitting,sitting,61,61,75
outer_fold,FOLD_2,upright,upright,2,2,75
outer_fold,FOLD_2,unresolved,unresolved,0,0,75
outer_fold,FOLD_2,exclude,technical_exclude,0,0,75
outer_fold,FOLD_3,lying,lying,25,25,75
outer_fold,FOLD_3,sitting,sitting,49,49,75
outer_fold,FOLD_3,upright,upright,1,1,75
outer_fold,FOLD_3,unresolved,unresolved,0,0,75
outer_fold,FOLD_3,exclude,technical_exclude,0,0,75
outer_fold,FOLD_4,lying,lying,86,86,275
outer_fold,FOLD_4,sitting,sitting,91,91,275
outer_fold,FOLD_4,upright,upright,98,98,275
outer_fold,FOLD_4,unresolved,unresolved,0,0,275
outer_fold,FOLD_4,exclude,technical_exclude,0,0,275
sampling_stratum,lying_enriched,lying,lying,185,185,200
sampling_stratum,lying_enriched,sitting,sitting,14,14,200
sampling_stratum,lying_enriched,upright,upright,1,1,200
sampling_stratum,lying_enriched,unresolved,unresolved,0,0,200
sampling_stratum,lying_enriched,exclude,technical_exclude,0,0,200
sampling_stratum,sitting_enriched,lying,lying,9,9,200
sampling_stratum,sitting_enriched,sitting,sitting,188,188,200
sampling_stratum,sitting_enriched,upright,upright,3,3,200
sampling_stratum,sitting_enriched,unresolved,unresolved,0,0,200
sampling_stratum,sitting_enriched,exclude,technical_exclude,0,0,200
sampling_stratum,upright_control,lying,lying,0,0,100
sampling_stratum,upright_control,sitting,sitting,2,2,100
sampling_stratum,upright_control,upright,upright,98,98,100
sampling_stratum,upright_control,unresolved,unresolved,0,0,100
sampling_stratum,upright_control,exclude,technical_exclude,0,0,100
